ExanteId,ISIN,Ticker
PODD.NASDAQ,US45784P1012,PODD
POL.NYSE,US73179P1066,POL
POR.NYSE,US7365088472,POR
POWI.NASDAQ,US7392761034,POWI
POWL.NASDAQ,US7391281067,POWL
PPBI.NASDAQ,US69478X1054,PPBI
PRAA.NASDAQ,US69354N1063,PRAA
PRAH.NASDAQ,US69354M1080,PRAH
PRFT.NASDAQ,US71375U1016,PRFT
PRGS.NASDAQ,US7433121008,PRGS
PRI.NYSE,US74164M1080,PRI
PRIM.NASDAQ,US74164F1030,PRIM
PRLB.NYSE,US7437131094,PRLB
PRMW.NASDAQ,US74165N1054,PRMW
PRO.NYSE,US74346Y1038,PRO
PROV.NASDAQ,US7438681014,PROV
PRSC.NASDAQ,US7438151026,PRSC
PRTA.NASDAQ,IE00B91XRN20,PRTA
PRTK.NASDAQ,US6993743029,PRTK
PRTY.NYSE,US7021491052,PRTY
PSB.NYSE,US69360J1079,PSB
PSDO.NASDAQ,US74102M1036,PSDO
PSMT.NASDAQ,US7415111092,PSMT
PSTG.NYSE,US74624M1027,PSTG
PTCT.NASDAQ,US69366J2006,PTCT
PTGX.NASDAQ,US74366E1029,PTGX
PTLA.NASDAQ,US7370101088,PTLA
PUMP.NYSE,US74347M1080,PUMP
PVAC.NASDAQ,US70788V1026,PVAC
PVBC.NASDAQ,US74383X1090,PVBC
PWOD.NASDAQ,US7084301032,PWOD
PXLW.NASDAQ,US72581M3051,PXLW
PZN.NYSE,US74731Q1031,PZN
PZZA.NASDAQ,US6988131024,PZZA
QADA.NASDAQ,US74727D3061,QADA
QCP.NYSE,US7475451016,QCP
QCRH.NASDAQ,US74727A1043,QCRH
QDEL.NASDAQ,US74838J1016,QDEL
QLYS.NASDAQ,US74758T3032,QLYS
QNST.NASDAQ,US74874Q1004,QNST
QSII.NASDAQ,US7475821044,QSII
QTM.NYSE,US7479065010,QTM
QTNA.NASDAQ,US74766D1000,QTNA
QTNT.NASDAQ,JE00BLG2ZQ72,QTNT
QTS.NYSE,US74736A1034,QTS
QTWO.NYSE,US74736L1098,QTWO
QUAD.NYSE,US7473011093,QUAD
QUOT.NYSE,US7491191034,QUOT
RAIL.NASDAQ,US3570231007,RAIL
RARE.NASDAQ,US90400D1081,RARE
RARX.NASDAQ,US74933V1089,RARX
RAS.NYSE,US7492276099,RAS
RAVN.NASDAQ,US7542121089,RAVN
RBCAA.NASDAQ,US7602812049,RBCAA
RCII.NASDAQ,US76009N1000,RCII
RDC.NYSE,GB00B6SLMV12,RDC
RDI.NASDAQ,US7554081015,RDI
RDN.NYSE,US7502361014,RDN
RDNT.NASDAQ,US7504911022,RDNT
RDUS.NASDAQ,US7504692077,RDUS
RECN.NASDAQ,US76122Q1058,RECN
REGI.NASDAQ,US75972A3014,REGI
REIS.NASDAQ,US75936P1057,REIS
REN.NYSE,US76116A3068,REN
REPH.NASDAQ,US75629F1093,REPH
RESI.NYSE,US35904G1076,RESI
RETA.NASDAQ,US75615P1030,RETA
REV.NYSE,US7615256093,REV
REVG.NYSE,US7495271071,REVG
REX.NYSE,US7616241052,REX
REXR.NYSE,US76169C1009,REXR
RGCO.NASDAQ,US74955L1035,RGCO
RGEN.NASDAQ,US7599161095,RGEN
RGNX.NASDAQ,US75901B1070,RGNX
RGR.NYSE,US8641591081,RGR
RGS.NYSE,US7589321071,RGS
RH.NYSE,US74967X1037,RH
RHP.NYSE,US78377T1079,RHP
RICK.NASDAQ,US74934Q1085,RICK
RIGL.NASDAQ,US7665596034,RIGL
RILY.NASDAQ,US05580M1080,RILY
RLH.NYSE,US7567641060,RLH
RLI.NYSE,US7496071074,RLI
RLJ.NYSE,US74965L1017,RLJ
RM.NYSE,US75902K1060,RM
RMAX.NYSE,US75524W1080,RMAX
RMBS.NASDAQ,US7509171069,RMBS
RMR.NASDAQ,US74967R1068,RMR
RMTI.NASDAQ,US7743741024,RMTI
RNET.NASDAQ,US7665821002,RNET
RNG.NYSE,US76680R2067,RNG
RNST.NASDAQ,US75970E1073,RNST
RNWK.NASDAQ,US75605L7082,RNWK
ROCK.NASDAQ,US3746891072,ROCK
ROG.NYSE,US7751331015,ROG
ROIC.NASDAQ,US76131N1019,ROIC
ROLL.NASDAQ,US75524B1044,ROLL
RP.NASDAQ,US75606N1090,RP
RPD.NASDAQ,US7534221046,RPD
RPT.NYSE,US7514522025,RPT
RRD.NYSE,US2578672006,RRD
RRGB.NASDAQ,US75689M1018,RRGB
RRR.NASDAQ,US75700L1089,RRR
RRTS.NYSE,US76973Q1058,RRTS
RST.NYSE,US7777801074,RST
RSYS.NASDAQ,US7504591097,RSYS
RTEC.NYSE,US7812701032,RTEC
RTIX.NASDAQ,US74975N1054,RTIX
RTRX.NASDAQ,US7612991064,RTRX
RUBI.NYSE,US78112V1026,RUBI
RUN.NASDAQ,US86771W1053,RUN
RUSHA.NASDAQ,US7818462092,RUSHA
RUSHB.NASDAQ,US7818463082,RUSHB
RUTH.NASDAQ,US7833321091,RUTH
RVLT.NASDAQ,US76155G2066,RVLT
RVNC.NASDAQ,US7613301099,RVNC
RVSB.NASDAQ,US7693971001,RVSB
RWT.NYSE,US7580754023,RWT
RXN.NYSE,US76169B1026,RXN
RYAM.NYSE,US75508B1044,RYAM
RYI.NYSE,US7837541041,RYI
SAFM.NASDAQ,US8000131040,SAFM
SAFT.NASDAQ,US78648T1007,SAFT
SAGE.NASDAQ,US78667J1088,SAGE
SAH.NYSE,US83545G1022,SAH
SAIA.NASDAQ,US78709Y1055,SAIA
SAIC.NYSE,US8086251076,SAIC
SALM.NASDAQ,US7940931048,SALM
SALT.NYSE,MHY7546A1221,SALT
SAM.NYSE,US1005571070,SAM
SAMG.NASDAQ,US8283591092,SAMG
SANM.NASDAQ,US8010561020,SANM
SASR.NASDAQ,US8003631038,SASR
SB.NYSE,MHY7388L1039,SB
SBBP.NASDAQ,IE00BYZ5XL97,SBBP
SBCF.NASDAQ,US8117078019,SBCF
SBGI.NASDAQ,US8292261091,SBGI
SBRA.NASDAQ,US78573L1061,SBRA
SBSI.NASDAQ,US84470P1093,SBSI
SCHL.NASDAQ,US8070661058,SCHL
SCHN.NASDAQ,US8068821060,SCHN
SCL.NYSE,US8585861003,SCL
SCS.NYSE,US8581552036,SCS
SCSC.NASDAQ,US8060371072,SCSC
SCVL.NASDAQ,US8248891090,SCVL
SCWX.NASDAQ,US81374A1051,SCWX
SEAS.NYSE,US81282V1008,SEAS
SELB.NASDAQ,US8162121045,SELB
SEM.NYSE,US81619Q1058,SEM
SEMG.NYSE,US81663A1051,SEMG
SENEA.NASDAQ,US8170705011,SENEA
SF.NYSE,US8606301021,SF
SFBS.NASDAQ,US81768T1088,SFBS
SFE.NYSE,US7864492076,SFE
SFL.NYSE,BMG810751062,SFL
SFLY.NASDAQ,US82568P3047,SFLY
SFNC.NASDAQ,US8287302009,SFNC
SFS.NYSE,US83190B1017,SFS
SFST.NASDAQ,US8428731017,SFST
SGMO.NASDAQ,US8006771062,SGMO
SGMS.NASDAQ,US80874P1093,SGMS
SGRY.NASDAQ,US86881A1007,SGRY
SGYP.NASDAQ,US8716393082,SGYP
SHAK.NYSE,US8190471016,SHAK
SHBI.NASDAQ,US8251071051,SHBI
SHEN.NASDAQ,US82312B1061,SHEN
SHLD.NASDAQ,US8123501061,SHLD
SHLM.NASDAQ,US8081941044,SHLM
SHLO.NASDAQ,US8245431023,SHLO
SHO.NYSE,US8678921011,SHO
SHOO.NASDAQ,US5562691080,SHOO
SIEN.NASDAQ,US82621J1051,SIEN
SIFI.NASDAQ,US78425V1044,SIFI
SIGI.NASDAQ,US8163001071,SIGI
SIGM.NASDAQ,US8265651039,SIGM
SIR.NASDAQ,US81618T1007,SIR
SITE.NYSE,US82982L1035,SITE
SJI.NYSE,US8385181081,SJI
SJW.NYSE,US7843051043,SJW
SKYW.NASDAQ,US8308791024,SKYW
SLAB.NASDAQ,US8269191024,SLAB
SLCA.NYSE,US90346E1038,SLCA
SLD.NYSE,US86933G1058,SLD
SLP.NASDAQ,US8292141053,SLP
SMBC.NASDAQ,US8433801060,SMBC
SMBK.NASDAQ,US83190L2088,SMBK
SMCI.NASDAQ,US86800U1043,SMCI
SMMF.NASDAQ,US86606G1013,SMMF
SMP.NYSE,US8536661056,SMP
SMTC.NASDAQ,US8168501018,SMTC
SN.NYSE,US79970Y1055,SN
SND.NASDAQ,US83191H1077,SND
SNDR.NYSE,US80689H1023,SNDR
SNDX.NASDAQ,US87164F1057,SNDX
SNHY.NASDAQ,US8669421054,SNHY
SNX.NYSE,US87162W1009,SNX
SOI.NYSE,US83418M1036,SOI
SONA.NASDAQ,US8433951048,SONA
SONC.NASDAQ,US8354511052,SONC
SPAR.NASDAQ,US8468191007,SPAR
SPKE.NASDAQ,US8465111032,SPKE
SPN.NYSE,US8681571084,SPN
SPOK.NASDAQ,US84863T1060,SPOK
SPPI.NASDAQ,US84763A1088,SPPI
SPSC.NASDAQ,US78463M1071,SPSC
SPTN.NASDAQ,US8472151005,SPTN
SPWH.NASDAQ,US84920Y1064,SPWH
SPWR.NASDAQ,US8676524064,SPWR
SPXC.NYSE,US7846351044,SPXC
SQBG.NASDAQ,US81734P1075,SQBG
SR.NYSE,US84857L1017,SR
SRCE.NASDAQ,US3369011032,SRCE
SRDX.NASDAQ,US8688731004,SRDX
SREV.NASDAQ,US81763U1007,SREV
SRI.NYSE,US86183P1021,SRI
SRPT.NASDAQ,US8036071004,SRPT
SRT.NYSE,US85569C1071,SRT
SSB.NASDAQ,US8404411097,SSB
SSD.NYSE,US8290731053,SSD
SSTK.NYSE,US8256901005,SSTK
SSYS.NASDAQ,IL0011267213,SSYS
STAA.NASDAQ,US8523123052,STAA
STAG.NYSE,US85254J1025,STAG
STAR.NYSE,US45031U1016,STAR
STBA.NASDAQ,US7838591011,STBA
STBZ.NASDAQ,US8561901039,STBZ
STC.NYSE,US8603721015,STC
STFC.NASDAQ,US8557071052,STFC
STL.NYSE,US85917A1007,STL
STML.NASDAQ,US85858C1071,STML
STMP.NASDAQ,US8528572006,STMP
STNG.NYSE,MHY7542C1066,STNG
STRA.NASDAQ,US8632361056,STRA
STRL.NASDAQ,US8592411016,STRL
STRS.NASDAQ,US8631672016,STRS
SUP.NYSE,US8681681057,SUP
SUPN.NASDAQ,US8684591089,SUPN
SVU.NYSE,US8685363017,SVU
SWM.NYSE,US8085411069,SWM
SWX.NYSE,US8448951025,SWX
SXC.NYSE,US86722A1034,SXC
SXI.NYSE,US8542311076,SXI
SXT.NYSE,US81725T1007,SXT
SYBT.NASDAQ,US8610251048,SYBT
SYKE.NASDAQ,US8712371033,SYKE
SYNA.NASDAQ,US87157D1090,SYNA
SYNT.NASDAQ,US87162H1032,SYNT
SYRS.NASDAQ,US87184Q1076,SYRS
SYX.NYSE,US8718511012,SYX
TACO.NASDAQ,US2454961044,TACO
TAST.NASDAQ,US14574X1046,TAST
TAX.NASDAQ,US53128T1025,TAX
TBBK.NASDAQ,US05969A1051,TBBK
TBI.NYSE,US89785X1019,TBI
TBK.NASDAQ,US89679E3009,TBK
TBNK.NASDAQ,US88145X1081,TBNK
TBPH.NASDAQ,KYG8807B1068,TBPH
TCBI.NASDAQ,US88224Q1076,TCBI
TCBK.NASDAQ,US8960951064,TCBK
TCFC.NASDAQ,US20368X1019,TCFC
TCI.NYSE,US8936172092,TCI
TCMD.NASDAQ,US87357P1003,TCMD
TCX.NASDAQ,US8986972060,TCX
TDOC.NYSE,US87918A1051,TDOC
TECD.NASDAQ,US8782371061,TECD
TELL.NASDAQ,US87968A1043,TELL
TEN.NYSE,US8803491054,TEN
TERP.NASDAQ,US88104R2094,TERP
TG.NYSE,US8946501009,TG
TGH.NYSE,BMG8766E1093,TGH
TGI.NYSE,US8968181011,TGI
TGTX.NASDAQ,US88322Q1085,TGTX
THC.NYSE,US88033G4073,THC
THFF.NASDAQ,US3202181000,THFF
THR.NYSE,US88362T1034,THR
THRM.NASDAQ,US37253A1034,THRM
TIER.NYSE,US88650V2088,TIER
TILE.NASDAQ,US4586653044,TILE
TIME.NYSE,US8872281048,TIME
TIPT.NASDAQ,US88822Q1031,TIPT
TISI.NYSE,US8781551002,TISI
TITN.NASDAQ,US88830R1014,TITN
TIVO.NASDAQ,US88870P1066,TIVO
TK.NYSE,MHY8564W1030,TK
TLGT.NASDAQ,US87960W1045,TLGT
TLRD.NYSE,US87403A1079,TLRD
TLYS.NYSE,US8868851028,TLYS
TMHC.NYSE,US87724P1066,TMHC
TMST.NYSE,US8873991033,TMST
TNAV.NASDAQ,US8794551031,TNAV
TNC.NYSE,US8803451033,TNC
TNET.NYSE,US8962881079,TNET
TNK.NYSE,MHY8565N1022,TNK
TOCA.NASDAQ,US8888461022,TOCA
TOWN.NASDAQ,US89214P1093,TOWN
TOWR.NYSE,US8918261095,TOWR
TPB.NYSE,US90041L1052,TPB
TPC.NYSE,US9011091082,TPC
TPH.NYSE,US87265H1095,TPH
TPIC.NASDAQ,US87266J1043,TPIC
TPRE.NYSE,BMG8827U1009,TPRE
TR.NYSE,US8905161076,TR
TRC.NYSE,US8790801091,TRC
TRCB.NASDAQ,US90207C1053,TRCB
TREC.NYSE,US8946481046,TREC
TREE.NASDAQ,US52603B1070,TREE
TREX.NYSE,US89531P1057,TREX
TRHC.NASDAQ,US8733791011,TRHC
TRK.NYSE,US8477881069,TRK
TRMK.NASDAQ,US8984021027,TRMK
TRNC.NASDAQ,US89703P1075,TRNC
TRNO.NYSE,US88146M1018,TRNO
TROX.NYSE,AU000XINEOA7,TROX
TRS.NASDAQ,US8962152091,TRS
TRST.NASDAQ,US8983491056,TRST
TRTN.NYSE,BMG9078F1077,TRTN
TRUE.NASDAQ,US89785L1070,TRUE
TRUP.NASDAQ,US8982021060,TRUP
TRVN.NASDAQ,US89532E1091,TRVN
TSBK.NASDAQ,US8870981011,TSBK
TSE.NYSE,LU1057788488,TSE
TSQ.NYSE,US8922311019,TSQ
TTD.NASDAQ,US88339J1051,TTD
TTEC.NASDAQ,US89854H1023,TTEC
TTEK.NASDAQ,US88162G1031,TTEK
TTGT.NASDAQ,US87874R1005,TTGT
TTI.NYSE,US88162F1057,TTI
TTMI.NASDAQ,US87305R1095,TTMI
TTPH.NASDAQ,US88165N1054,TTPH
TTS.NASDAQ,US88677Q1094,TTS
TUSK.NASDAQ,US56155L1089,TUSK
TVPT.NYSE,BMG9019D1048,TVPT
TVTY.NASDAQ,US88870R1023,TVTY
TWI.NYSE,US88830M1027,TWI
TWIN.NASDAQ,US9014761012,TWIN
TWLO.NYSE,US90138F1021,TWLO
TWNK.NASDAQ,US44109J1060,TWNK
TWOU.NASDAQ,US90214J1016,TWOU
TXRH.NASDAQ,US8826811098,TXRH
TYPE.NASDAQ,US61022P1003,TYPE
UBA.NYSE,US9172862057,UBA
UBFO.NASDAQ,US9114601035,UBFO
UBNK.NASDAQ,US9103041045,UBNK
UBNT.NASDAQ,US90347A1007,UBNT
UBSH.NASDAQ,US90539J1097,UBSH
UBSI.NASDAQ,US9099071071,UBSI
UCBI.NASDAQ,US90984P3038,UCBI
UCFC.NASDAQ,US9098391025,UCFC
UCTT.NASDAQ,US90385V1070,UCTT
UEIC.NASDAQ,US9134831034,UEIC
UFCS.NASDAQ,US9103401082,UFCS
UFI.NYSE,US9046772003,UFI
UFPI.NASDAQ,US9135431040,UFPI
UFPT.NASDAQ,US9026731029,UFPT
UHT.NYSE,US91359E1055,UHT
UIHC.NASDAQ,US9107101027,UIHC
UIS.NYSE,US9092143067,UIS
ULH.NASDAQ,US91388P1057,ULH
UMBF.NASDAQ,US9027881088,UMBF
UMH.NYSE,US9030021037,UMH
UMPQ.NASDAQ,US9042141039,UMPQ
UNB.NASDAQ,US9054001071,UNB
UNF.NYSE,US9047081040,UNF
UNFI.NASDAQ,US9111631035,UNFI
UNT.NYSE,US9092181091,UNT
UNTY.NASDAQ,US9132901029,UNTY
UPLD.NASDAQ,US91544A1097,UPLD
USAT.NASDAQ,US90328S5001,USAT
USCR.NASDAQ,US90333L2016,USCR
USLM.NASDAQ,US9119221029,USLM
USNA.NYSE,US90328M1071,USNA
USPH.NYSE,US90337L1089,USPH
UTL.NYSE,US9132591077,UTL
UTMD.NASDAQ,US9174881089,UTMD
UVE.NYSE,US91359V1070,UVE
UVSP.NASDAQ,US9152711001,UVSP
UVV.NYSE,US9134561094,UVV
VAC.NYSE,US57164Y1073,VAC
VALU.NASDAQ,US9204371002,VALU
VBIV.NASDAQ,CA91822J1030,VBIV
VBTX.NASDAQ,US9234511080,VBTX
VCRA.NYSE,US92857F1075,VCRA
VCYT.NASDAQ,US92337F1075,VCYT
VEC.NYSE,US92242T1016,VEC
VECO.NASDAQ,US9224171002,VECO
VERI.NASDAQ,US92347M1009,VERI
VG.NYSE,US92886T2015,VG
VGR.NYSE,US92240M1080,VGR
VHI.NYSE,US9189051009,VHI
VIAV.NASDAQ,US9255501051,VIAV
VICR.NASDAQ,US9258151029,VICR
VIRT.NASDAQ,US9282541013,VIRT
VIVE.NASDAQ,US92852W2044,VIVE
VIVO.NASDAQ,US5895841014,VIVO
VLGEA.NASDAQ,US9271074091,VLGEA
VLY.NYSE,US9197941076,VLY
VNDA.NASDAQ,US9216591084,VNDA
VOXX.NASDAQ,US91829F1049,VOXX
VPG.NYSE,US92835K1034,VPG
VRA.NASDAQ,US92335C1062,VRA
VRAY.NASDAQ,US92672L1070,VRAY
VREX.NASDAQ,US92214X1063,VREX
VRNS.NASDAQ,US9222801022,VRNS
VRNT.NASDAQ,US92343X1000,VRNT
VRTS.NASDAQ,US92828Q1094,VRTS
VRTU.NASDAQ,US92827P1021,VRTU
VRTV.NYSE,US9234541020,VRTV
VSAR.NASDAQ,US92529L1026,VSAR
VSAT.NASDAQ,US92552V1008,VSAT
VSEC.NASDAQ,US9182841000,VSEC
VSH.NYSE,US9282981086,VSH
VSI.NYSE,US92849E1010,VSI
VSLR.NYSE,US92854Q1067,VSLR
VSTO.NYSE,US9283771007,VSTO
VTVT.NASDAQ,US9183851057,VTVT
VVI.NYSE,US92552R4065,VVI
VYGR.NASDAQ,US92915B1061,VYGR
WAAS.NYSE,VGG0443N1078,WAAS
WABC.NASDAQ,US9570901036,WABC
WAFD.NASDAQ,US9388241096,WAFD
WAGE.NYSE,US9304271094,WAGE
WAIR.NYSE,US9508141036,WAIR
WASH.NASDAQ,US9406101082,WASH
WATT.NASDAQ,US29272C1036,WATT
WD.NYSE,US93148P1021,WD
WDFC.NASDAQ,US9292361071,WDFC
WDR.NYSE,US9300591008,WDR
WEB.NASDAQ,US94733A1043,WEB
WERN.NASDAQ,US9507551086,WERN
WETF.NASDAQ,US97717P1049,WETF
WEYS.NASDAQ,US9621491003,WEYS
WGL.NYSE,US92924F1066,WGL
WGO.NYSE,US9746371007,WGO
WHG.NYSE,US9617651040,WHG
WIFI.NASDAQ,US09739C1027,WIFI
WIN.NASDAQ,US97382A2006,WIN
WINA.NASDAQ,US9742501029,WINA
WING.NASDAQ,US9741551033,WING
WINS.NASDAQ,KYG972231040,WINS
WIRE.NASDAQ,US2925621052,WIRE
WK.NYSE,US98139A1051,WK
WLDN.NASDAQ,US96924N1000,WLDN
WLFC.NASDAQ,US9706461053,WLFC
WLH.NYSE,US5520747008,WLH
WMC.NYSE,US95790D1054,WMC
WMGI.NASDAQ,NL0011327523,WMGI
WMIH.NASDAQ,US92936P1003,WMIH
WMK.NYSE,US9488491047,WMK
WMS.NYSE,US00790R1041,WMS
WNC.NYSE,US9295661071,WNC
WNEB.NASDAQ,US9588921018,WNEB
WOR.NYSE,US9818111026,WOR
WPG.NYSE,US93964W1080,WPG
WRD.NYSE,US96812T1025,WRD
WRE.NYSE,US9396531017,WRE
WRLD.NASDAQ,US9814191048,WRLD
WSBC.NASDAQ,US9508101014,WSBC
WSBF.NASDAQ,US94188P1012,WSBF
WSFS.NASDAQ,US9293281021,WSFS
WSR.NYSE,US9660842041,WSR
WTBA.NASDAQ,US95123P1066,WTBA
WTFC.NASDAQ,US97650W1080,WTFC
WTI.NYSE,US92922P1066,WTI
WTS.NYSE,US9427491025,WTS
WTTR.NYSE,US81617J3014,WTTR
WTW.NYSE,US9486261061,WTW
WVE.NASDAQ,SG9999014716,WVE
WWD.NASDAQ,US9807451037,WWD
WWE.NYSE,US98156Q1085,WWE
WWW.NYSE,US9780971035,WWW
XBIT.NASDAQ,CA98400H1029,XBIT
XCRA.NASDAQ,US98400J1088,XCRA
XENT.NASDAQ,US46071F1030,XENT
XHR.NYSE,US9840171030,XHR
XLRN.NASDAQ,US00434H1086,XLRN
XNCR.NASDAQ,US98401F1057,XNCR
XONE.NASDAQ,US3021041047,XONE
XOXO.NYSE,US9837721045,XOXO
YELP.NYSE,US9858171054,YELP
YEXT.NYSE,US98585N1063,YEXT
YORW.NASDAQ,US9871841089,YORW
YRCW.NASDAQ,US9842496070,YRCW
ZAGG.NASDAQ,US98884U1088,ZAGG
ZEN.NYSE,US98936J1016,ZEN
ZEUS.NASDAQ,US68162K1060,ZEUS
ZGNX.NASDAQ,US98978L2043,ZGNX
ZIOP.NASDAQ,US98973P1012,ZIOP
ZIXI.NASDAQ,US98974P1003,ZIXI
ZOES.NYSE,US98979J1097,ZOES
ZUMZ.NASDAQ,US9898171015,ZUMZ
ZYNE.NASDAQ,US98986X1090,ZYNE
